  0.50528716179091349            (-251.61410343139357,-2.55351295663786004E-014)        (157.50787763051687,-6.97220059464598307E-014)       (-182.33327105756405,-1.12798659301915905E-013)        (166.74389371227292,-6.66133814775093924E-015)         (284.60573723250906,2.81996648254789761E-014)         (100.28647801582376,9.69224700497761660E-014)
  0.50542529824370763              (54.506569082731872,9.76996261670137756E-015)       (-100.60275126355856,-1.42108547152020037E-014)       (0.70228704203039993,-6.75015598972095177E-014)        (-98.252581684454100,3.59712259978550719E-014)         (10.004481015589176,5.59552404411078896E-014)        (149.57578132882452,-1.24567023362942564E-013)
  0.50396220154425420            (-117.73268429041279,-4.99600361081320443E-015)        (47.842752698877852,-1.02584607475364464E-013)       (-72.948459269912817,-1.90958360235526925E-014)       (-34.175668377154309,-1.11022302462515654E-014)       (-96.804486211112263,-1.42108547152020037E-014)         (96.304785928544462,2.28150831560469669E-014)
  0.50413537313671708             (55.638053169227788,-1.37667655053519411E-014)        (100.27524113042125,-9.85878045867139008E-014)       (-156.11596415804439,-8.63753513158371788E-014)        (73.306738787717606,-3.57491813929300406E-014)        (30.575679939874913,-2.39808173319033813E-014)        (-76.646713949827827,4.50056658607422833E-014)
  0.50470941063742969              (233.74864969884413,3.99680288865056355E-014)        (24.218514547623268,-6.96109836439973151E-014)        (-36.048158848460368,6.21724893790087663E-015)         (18.997948096300664,7.78821451774547313E-014)       (-75.595010138765275,-9.81437153768638382E-014)        (170.68062425835589,-7.54951656745106447E-014)
  0.50519760470621899             (-3.8655103511906606,1.97619698383277864E-014)         (86.298425041641778,2.26485497023531934E-014)        (-43.138851276752426,4.17443857259058859E-014)        (133.81941612755608,-1.21014309684142063E-013)        (12.211954385494041,-3.91908727692680259E-014)       (-0.36784984346837590,1.88737914186276612E-015)
  0.50434556542495756             (-101.36642957760998,6.02295990859147423E-014)       (-38.553776624876946,-2.77555756156289135E-015)       (-314.23093832602694,-9.61453139325385564E-014)         (17.078836394303984,4.60187443707127386E-014)       (-130.66468803117564,-8.61533067109121475E-014)        (-64.013751629860167,1.24344978758017533E-014)
  0.50265608939923856            (-4.2622473579316269,-1.15463194561016280E-014)         (67.877447657181420,2.00950367457153334E-014)         (133.41461956458980,1.57651669496772229E-014)        (-11.553541057094305,2.73114864057788509E-014)       (-292.14015959059520,-2.37032615757470921E-014)        (-1.7831150044034918,4.88498130835068878E-014)
  0.50490428739089599              (82.134016839350991,5.49560397189452488E-015)        (148.93688093342416,-5.32907051820075139E-014)         (59.862464541148363,2.34812169708220608E-014)       (-10.171501476826343,-1.59872115546022542E-014)       (-104.01551413940261,-4.44089209850062616E-015)         (8.6785384539875512,7.81597009336110204E-014)
  0.50571530451819280             (-8.0859720833040445,1.02140518265514402E-014)        (183.15496451355065,-3.59712259978550719E-014)       (-93.180597380848496,-1.66533453693773481E-015)        (-189.76679586076799,2.97539770599541953E-014)        (65.648329100879835,-2.52575738102223113E-014)        (-42.784837400938073,3.84137166520304163E-014)
