  0.16508487185841852           (-5.50784940942834408E-003,-0.20143829199997315)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.17210351481437194             (0.12532886767492010,3.05069717015199263E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.17445321100108022             (0.17353109877658165,4.29394112312466922E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.16198070209342141      (-2.08059220740494551E-002,-2.67067992215686070E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.18021878437344466                  (0.12976584694730692,0.12590376112156990)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.15487626522199877       (5.00853359141717538E-002,-5.94442172850437184E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.16672191694413241       (-6.41258398238478966E-002,9.19479659776708700E-004)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.16495861577550061        (2.65935674397236033E-002,4.05294028275128906E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.17024156945799898                 (-0.15166866173048940,0.25075721332404832)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.18410031420865774        (3.10461596165570522E-002,2.26014261999074283E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.18972418096696941           (-0.13827918981918505,-3.16551056099859812E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.18336716805785624             (2.85775410769313308E-002,0.12412782936768356)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.15476538932159056             (2.88770488580527007E-002,0.10213341247998120)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.16802479638254800       (1.21353041243532217E-002,-1.00591466687114800E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.17273496126226384        (4.68982443944783167E-002,8.02840516975021450E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.16740488740499671        (5.88023652815651068E-002,6.26951969980615448E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
