  0.50476728876908394             (-189.28387262766370,1.79856129989275360E-014)        (113.75266450338954,-5.32907051820075139E-015)         (34.584315033436027,5.77315972805081401E-015)       (-59.084947718151426,-3.79696274421803537E-014)        (108.72196459005391,-4.21884749357559485E-014)
  0.50390076620212798             (-46.427467589377898,3.55271367880050093E-014)       (-56.044755489496225,-8.16013923099490057E-014)       (-3.8007041010172498,-5.95079541199083906E-014)       (-167.49393070346630,-1.22124532708767219E-014)        (138.91260994913529,-5.79536418854331714E-014)
  0.50593873733671102              (46.144642123720949,7.40518757424979412E-014)       (-17.463928726469440,-3.65263375101676502E-014)         (62.273551534132835,7.04991620636974403E-014)        (48.094536206062543,-6.17284001691587036E-014)        (-181.07510325956423,1.44328993201270350E-014)
  0.50500910757340955              (222.10145197147236,3.39728245535297901E-014)        (106.73005721702270,-4.13002965160558233E-014)        (34.245006928587401,-4.40758540776187147E-014)        (-52.186800318903977,5.95079541199083906E-014)        (-158.88804508253534,1.97619698383277864E-014)
  0.50316146127084516            (-13.866001004764460,-1.99840144432528177E-015)        (36.118592593857230,-3.33066907387546962E-016)       (-81.909632910433857,-2.04281036531028803E-014)        (81.203960698357179,-1.55431223447521916E-014)        (-54.327257014305729,2.90878432451791014E-014)
  0.50518845012687918             (13.207750273216046,-2.02338146237934779E-014)         (114.62677175738303,1.13242748511765967E-014)       (-49.344799315269945,-2.69784194983913039E-014)        (62.945437355811883,-4.89053242347381456E-014)        (-198.39534068342036,1.73194791841524420E-014)
  0.50652145316154074              (210.47920630838286,1.15463194561016280E-014)       (-28.252487101379405,-3.37507799486047588E-014)        (20.125714873494822,-3.77475828372553224E-015)        (-58.404169341149647,1.25677246387567720E-013)       (-44.910948173241792,-2.18713935851155838E-014)
  0.50527173735519648              (120.18783994915189,3.26405569239796023E-014)       (-5.9395421602094123,-1.67643676718398638E-014)        (5.8354731751461841,-3.10862446895043831E-014)        (-56.460980995074756,5.97299987248334219E-014)        (-9.8541296029480616,7.32747196252603317E-015)
  0.50460864761890312             (-150.12314796841653,1.84297022087775986E-014)         (60.412897785633966,1.39888101102769724E-014)         (43.756096263401474,2.08721928629529430E-014)        (68.089295910215000,-4.84057238736568252E-014)        (-215.35199005784986,6.11732886568461254E-014)
  0.50365685229307988              (5.1938833532015076,7.32747196252603317E-014)        (-97.333457666377029,1.30562227695918409E-013)        (-62.773391311712281,9.32587340685131494E-015)        (159.53444636140478,-3.55271367880050093E-015)       (-61.462548536267633,-1.53210777398271603E-014)
  0.50453094753103733             (0.51401973511651811,7.10542735760100186E-015)         (60.611154681285015,1.95399252334027551E-014)         (27.174329436934539,4.54081217071689025E-014)        (-50.698827938535892,5.07927033766009117E-015)        (-98.454649778222077,1.12465592394528358E-013)
  0.50572962885412986              (137.41853781656164,3.10862446895043831E-014)        (210.76157199950450,-1.06858966120171317E-013)        (162.21950927058342,-1.00031094518726604E-013)         (29.733496803588022,3.31401572850609227E-014)        (275.23741522285428,-9.99200722162640886E-016)
  0.50707757600581227              (8.0592092022789679,8.88178419700125232E-015)        (-35.824303045257416,1.13242748511765967E-014)       (-151.73092204809561,-7.32747196252603317E-014)       (-36.570553004231648,-7.54951656745106447E-014)         (169.55453613718527,3.50830475781549467E-014)
  0.50478248755085553              (7.7561821994336588,4.25215418431434955E-014)        (1.8017641228242303,-8.88178419700125232E-016)       (-60.661927085529044,-1.07247544178790122E-013)        (25.694189341001973,-4.60742555219439964E-014)        (75.030927656055340,-6.43929354282590793E-015)
  0.50592640013966306             (42.576527887064316,-2.35367281220533187E-014)        (80.741556661905591,-7.04991620636974403E-015)        (266.28209223950131,-1.03139718987677043E-013)         (92.250355518704680,4.79616346638067625E-014)         (108.03600619462263,3.07531777821168362E-014)
  0.50722505785269989              (88.676551484087540,7.31359417471821871E-015)        (-65.786620868912934,1.16295861829485148E-014)        (-117.24735557631423,1.08801856413265341E-014)        (-50.273570811344783,4.55746551608626760E-014)       (-7.5047139186270293,-4.58799664926345940E-014)
  0.50556387930946411             (142.41115599624149,-6.26165785888588289E-014)       (-101.18634215293410,-5.52891066263327957E-014)        (-98.174665189659578,7.35800309570322497E-014)         (165.29852310334553,5.32907051820075139E-015)        (8.8869068159420763,-8.84292639113937184E-014)
  0.50524656386196309             (1.0873452525444982,-6.68354260824344237E-014)        (50.721780891917703,-5.49560397189452488E-015)        (-99.906556967967845,4.71844785465691530E-014)       (-46.775815245699327,-5.25135490647699044E-014)        (160.27113117552017,-5.25413046403855333E-014)
  0.50417785104967938             (19.759793947849182,-2.81719092498633472E-014)        (-102.15554952560549,2.48689957516035065E-014)        (-6.9665239045570555,9.21485110438879929E-015)       (-51.314905850096046,-7.10542735760100186E-014)       (-13.271734811214575,-4.06341627012807294E-014)
  0.50481340341869929             (-111.45476377014914,9.43689570931383059E-015)        (91.999790433245977,-1.55431223447521916E-014)       (-92.350611407583216,-5.24025267623073887E-014)       (-74.545318854550544,-8.32667268468867405E-014)        (219.06695032587018,-1.68753899743023794E-014)
  0.50207475521554479             (-2.5349502161182631,1.72084568816899264E-014)        (-45.432601881354529,4.78228567857286180E-014)        (-137.49128293616445,1.17600373883419707E-013)       (-2.1840168203188939,-4.41868763800812303E-014)         (54.905366155391690,4.02178290670462957E-014)
  0.50329547791232698             (-129.99055419753074,2.36893837879392777E-014)        (-16.783698456958863,5.21804821573823574E-014)       (-83.990262952016892,-5.75234304633909233E-015)        (-140.63221804930345,4.28546087505310425E-014)        (16.829990710193957,-3.11972669919668988E-014)
  0.50403758621608774            (-147.38867236171478,-4.19664303308309172E-014)       (-142.78665865527768,-8.29336599394991936E-014)       (-145.84258408199813,-7.86037901434610831E-014)        (48.742351283031262,-9.04831765069502580E-015)       (-99.101609764462353,-1.89848137210901768E-014)
  0.50303553420877933            (-18.417698498456655,-1.84297022087775986E-014)         (63.488229955806950,3.74700270810990332E-014)        (153.78458369994212,-1.50990331349021289E-014)        (-55.683214902544897,2.57571741713036317E-014)       (-38.530146626160366,-6.66133814775093924E-015)
  0.50635338582303979             (-10.802678611461898,1.59872115546022542E-014)        (-97.193776097073524,3.84137166520304163E-014)        (-119.92243930272718,2.84772205816352653E-014)         (108.59061980163457,4.44089209850062616E-015)         (173.00521672157825,2.79776202205539448E-014)
  0.50652026026997277            (-31.878919723188453,-3.21964677141295397E-014)       (-21.780563634212569,-9.71445146547011973E-014)        (33.874611479754442,-6.93889390390722838E-015)         (13.621509139604402,2.96429547574916796E-014)        (296.14378500465421,-9.65894031423886190E-015)
  0.50731663239099745             (-58.124353693405098,8.12683254025614588E-014)       (-117.62869006186274,-8.34887714518117718E-014)         (33.591904579849071,8.07687250414801383E-014)        (72.308798874900518,-2.62012633811536944E-014)        (127.97607187371793,-8.35997937542742875E-014)
  0.50751000940766999              (101.83697797341533,6.70574706873594550E-014)       (-26.280494317011978,-1.29452004671293253E-013)       (-29.576914947985212,-2.55351295663786004E-014)         (43.780189138519702,3.50830475781549467E-014)         (88.265035372349146,3.06421554796543205E-014)
  0.50678072645549010              (41.358579067474111,1.32116539930393628E-014)        (73.298220875397490,-3.20854454116670240E-014)        (-30.082575285733530,3.10862446895043831E-014)       (-3.8671603815294269,-3.50830475781549467E-014)         (79.991382156806694,3.21964677141295397E-014)
  0.50719809201762334            (-18.480731600713280,-9.76996261670137756E-015)       (-139.08903212166112,-3.64153152077051345E-014)        (-49.284916376310797,2.97539770599541953E-014)       (-10.378090291904327,-6.88338275267597055E-015)        (47.768411786533392,-4.50195436485500977E-014)
  0.50649951431586904            (-85.407261463777331,-7.54951656745106447E-015)         (176.91005976136645,2.46469511466784752E-014)         (138.71443870347161,1.39888101102769724E-014)       (-25.056725539551600,-3.39728245535297901E-014)         (34.585023941203048,1.05693231944314903E-013)
  0.50448217495341230            (-18.757111098016100,-5.52335954751015379E-015)       (-85.576649166690558,-6.03128658127616291E-014)         (378.35270084215784,5.18474152499948104E-014)       (-50.732086183852502,-7.53147544330090568E-014)       (-91.664445894775000,-2.88657986402540701E-014)
  0.50364275676297676             (22.576289737196248,-1.42108547152020037E-014)        (94.899612356056608,-2.70894418008538196E-014)        (-73.279606986033741,2.73114864057788509E-014)        (203.61435502928387,-6.10622663543836097E-014)       (-28.981605466101286,-1.21014309684142063E-014)
  0.50202276793894496             (66.605164420366933,-8.32667268468867405E-015)         (56.128393201122257,6.88338275267597055E-015)        (256.40843933903341,-8.65488236634348596E-014)       (-226.69192194399892,-8.57092175010620849E-014)       (-49.747658103710769,-5.17363929475322948E-014)
  0.50377162856184599            (-20.431089387304265,-3.10862446895043831E-014)         (65.454826242693315,2.59792187762286630E-014)        (62.489032869316148,-3.84969833788773030E-014)        (30.491709970768667,-1.77635683940025046E-015)        (136.92011868671995,-3.68594044175551971E-014)
  0.50696797354376699            (-16.576889291296066,-2.84217094304040074E-014)        (115.10390248488490,-1.36779476633819286E-013)        (26.052696763210122,-2.88657986402540701E-014)         (207.69486865881620,7.72715225139108952E-014)        (-119.72999441792004,3.24185123190545710E-014)
  0.50660610863323408             (15.408230216283489,-2.62567745323849522E-014)         (9.1011600858856383,1.15463194561016280E-014)         (18.306899677844477,6.18949336228524771E-015)        (3.9225314477934292,-5.99520433297584532E-015)        (18.162726394154614,-4.99600361081320443E-014)
  0.50626789340740508             (-13.160171954125801,7.43849426498854882E-015)        (-8.6416387164574573,4.08562073062057607E-014)        (-28.607468652264487,6.30606677987088915E-014)         (15.040274623653078,9.32587340685131494E-015)        (51.613564517796121,-2.28150831560469669E-014)
  0.50618420440547529             (4.1571495382289907,-3.99680288865056355E-014)        (-77.782605708464402,3.64153152077051345E-014)         (54.784669143674861,3.41948691584548214E-014)        (54.120034151149866,-1.28785870856518159E-014)       (-186.75334172947524,-9.50350909079133999E-014)
  0.50705951599354693            (-155.63907622755193,-7.32747196252603317E-015)         (79.602624113038999,2.24265050974281621E-014)         (205.52521688503339,2.45359288442159595E-014)        (41.804669066378914,-3.01980662698042579E-014)        (32.317116718992480,-1.68753899743023794E-014)
  0.50323069202579507            (0.76718192279368436,-2.66453525910037570E-015)       (-64.929860243426447,-5.50670620214077644E-014)         (44.829895838631522,3.59712259978550719E-014)         (78.451710591743264,2.13162820728030056E-014)         (30.577140810714500,1.22124532708767219E-013)
  0.50190832211199699            (-88.781445104086700,-1.13242748511765967E-014)        (17.504061657330311,-4.07451850037432450E-014)       (-10.985481390483660,-3.33066907387546962E-015)        (131.65373687296463,-5.37347943918575766E-014)        (-39.746717758332593,6.66133814775093924E-015)
  0.50274932425252661             (-116.30809934341451,2.09832151654154586E-014)         (55.855260421388628,3.27238236508264890E-014)       (-95.672024434660230,-7.22755189030976908E-014)        (-8.8836036872416191,3.66373598126301658E-014)        (78.988490322037990,-8.88178419700125232E-015)
  0.50219879087742536            (-139.25153682261836,-6.88338275267597055E-015)        (-28.987102843891485,7.35349281466568527E-015)       (-4.6103915594512204,-2.29261054585094826E-014)        (210.21841442878727,-2.44249065417534439E-014)        (-95.599732688084117,9.76996261670137756E-015)
  0.50245309487952472             (126.05823570489777,-1.38777878078144568E-014)              (-126.90712711057513,0.0000000000000000)        (69.475682365892496,-7.50510764646605821E-014)        (31.328925289239475,-3.05866443284230627E-014)       (-178.17560645252672,-4.56856774633251916E-014)
  0.50369912382622184              (44.941730648305885,4.88498130835068878E-014)        (69.122852635846158,-3.36397576461422432E-014)         (137.61363941681583,5.18612930378026249E-014)        (-41.834103383000297,7.29138971422571558E-014)       (-4.4751933138919950,-9.99200722162640886E-016)
  0.50340290745069316              (61.924081809291060,1.82076576038525673E-014)        (-30.436097130675819,6.93889390390722838E-014)       (-82.759908709611636,-2.22044604925031308E-014)         (13.197281630522086,3.81916720471053850E-014)        (22.768598204023967,-5.70654634657330462E-014)
  0.50526373851833106            (-42.475173701344438,-1.75415237890774733E-014)        (52.516262480887015,-7.51065876158918400E-014)         (120.65805525704273,4.62130334000221410E-014)         (198.91757230662930,4.76285677564192156E-014)       (-9.0977948368595776,-6.88338275267597055E-015)
  0.50572753058613606              (61.221166409975496,2.26485497023531934E-014)         (14.837390021903040,7.37188088351103943E-014)        (-3.5562901030217491,4.06341627012807294E-014)         (156.48314768239987,1.14130926931466092E-013)         (228.29767170561860,9.99200722162640886E-015)
  0.50475169263486941             (13.236276297031040,-3.70814490224802285E-014)       (-165.32668618743099,-6.21724893790087663E-015)        (235.31892153202912,-2.59792187762286630E-014)         (48.916243571490504,5.28466159721574513E-014)        (121.46234442572943,-1.86517468137026299E-014)
  0.50463848336161177              (103.57903547734543,1.92623694772464660E-014)        (-81.224249091992050,8.07132138902488805E-014)         (15.660158912695650,6.63913368725843611E-014)         (7.2179260364523730,4.44089209850062616E-015)        (32.119567520390035,-3.69704267200177128E-014)
  0.50234958176641886             (-74.527823978717564,4.16888745746746281E-014)        (123.77207346113438,-1.55431223447521916E-014)        (-27.777939385597218,6.66133814775093924E-015)        (-49.702645835695257,1.92831861589581877E-014)        (-8.4817817707912688,4.26325641456060112E-014)
  0.50450843308407367            (-25.713758259540242,-7.10542735760100186E-015)        (118.59705599113688,-2.22044604925031308E-014)         (74.885568951768988,8.19899703685678105E-014)        (6.0071410721320797,-4.52970994047063868E-014)        (107.81252758381532,-4.13002965160558233E-014)
  0.50398648135147617              (158.80593905672131,2.36477504245158343E-014)        (-19.035977994944655,5.06261699229071382E-014)         (85.583741068090433,5.16253706450697791E-015)       (-158.86053011096624,-6.97220059464598307E-014)         (24.774024162970182,3.37507799486047588E-014)
  0.50454123041729415              (158.93115416483894,5.14033260401447478E-014)        (45.758028239915603,-3.54161144855424936E-014)       (-66.742938506127572,-7.02771174587724090E-014)         (12.815020404421309,7.50510764646605821E-014)        (93.596536665476535,-9.43689570931383059E-015)
  0.50236094912138263             (41.955048867436822,-1.50990331349021289E-014)         (67.983542264621477,1.12410081243297100E-014)        (83.508721174979598,-2.86437540353290387E-014)        (71.464692413210884,-6.66133814775093924E-016)         (261.60718156009079,4.40758540776187147E-014)
  0.50533547729044626            (-30.276051660735373,-5.44009282066326705E-014)        (91.222924904877431,-1.99840144432528177E-014)        (216.86653595079687,-1.76525460915399890E-014)       (-70.824469574440755,-1.75415237890774733E-014)        (-71.861010989640860,4.34097202628436207E-014)
  0.50571030132151995              (57.793964690800657,1.55431223447521916E-014)        (22.666722482485820,-5.99520433297584532E-015)       (-24.137350630501782,-1.00697228333501698E-013)        (22.891991492262978,-7.10542735760100186E-015)         (68.712160914091882,6.31716901011714072E-014)
  0.50537369819399747             (9.0419022849076303,-6.65856259018937635E-014)        (-99.976835294201109,1.02140518265514402E-014)        (-198.51427524366861,2.26485497023531934E-014)        (-21.245879769462562,7.39408534400354256E-014)        (-17.024114060618654,1.11022302462515654E-015)
  0.50405220516296068              (105.31544832297172,7.77156117237609578E-016)        (-131.67991242759845,5.30686605770824826E-014)        (154.87645263754519,-9.65894031423886190E-015)        (113.64275141722887,-1.07275299754405751E-013)         (11.764791500203868,7.68274333040608326E-014)
  0.50532744304097987              (87.033163488032372,1.58761892521397385E-014)         (29.977042947920342,2.29816166097407404E-014)        (-92.401980524003619,6.87089274364893754E-014)       (-100.88683480054688,-5.34156052722778441E-014)        (-199.61462718538240,5.44009282066326705E-015)
  0.50533622110581200             (-182.01672315220188,3.95239396766555728E-014)        (25.856966210793146,-8.54871728961370536E-015)        (-4.3464751967051267,4.17443857259058859E-014)       (-21.375653122077253,-1.04694031222152262E-013)        (4.6549482167757512,-2.77555756156289135E-015)
  0.50412471261214498              (2.9492113012223227,5.19584375524573261E-014)         (19.650237653478221,4.70734562441066373E-014)        (-170.44021176934592,2.53130849614535691E-014)         (17.961927777077598,1.24344978758017533E-014)         (82.783760779733967,3.66373598126301658E-015)
  0.50359533049868155             (15.890519396783471,-3.48610029732299154E-014)         (149.70526737271115,2.99760216648792266E-015)        (-137.55697126651378,3.87467835594179633E-014)        (186.21375308210051,-2.38697950294408656E-014)        (-52.606052528959289,1.84297022087775986E-014)
  0.50456584837618124            (-55.591630444643549,-2.68118860446975305E-014)        (-15.090378939217349,2.79776202205539448E-014)         (71.966286072400095,2.35367281220533187E-014)        (-190.23619074155593,1.55431223447521916E-014)         (58.267764458126429,4.99600361081320443E-015)
  0.50502209496588624             (34.216351341508826,-5.37903055430888344E-014)         (69.585044434835112,4.13002965160558233E-014)        (-79.872141465715004,6.38378239159465011E-014)         (57.030481886578627,5.32907051820075139E-014)        (-208.09717142420362,4.01900734914306668E-014)
  0.50445991428327697              (38.169697005449223,2.91988655476416170E-014)         (4.3947239692670594,9.99200722162640886E-015)         (97.494294392226990,1.99840144432528177E-014)       (-38.144249615899646,-5.50670620214077644E-014)       (-44.233823878000230,-2.24265050974281621E-014)
  0.50745672214742299             (107.50302745300360,-2.39808173319033813E-014)        (74.660578122826664,-3.71924713249427441E-014)        (51.898765910531530,-2.03725925018716225E-014)        (136.51073354650060,-1.06581410364015028E-014)        (31.569356760541922,-6.66133814775093924E-015)
  0.50612379778460370              (114.54546544087674,5.99520433297584532E-015)        (-6.1636341540384914,2.50910403565285378E-014)       (-54.441445846567241,-2.66453525910037570E-015)        (-74.254049000325082,4.29933866286091870E-014)        (153.21769709624306,-3.58602036953925563E-014)
  0.50537852331386279            (-3.2657666445730094,-4.88498130835068878E-014)       (-191.27552431537742,-4.62407889756377699E-014)       (-64.778054705076144,-7.54951656745106447E-015)       (-79.924315176867040,-1.42108547152020037E-014)        (-114.58220710534239,2.33146835171282873E-014)
  0.50334122256877534             (118.41323648170894,-5.90638649100583280E-014)        (-166.47197441557225,3.09752223870418675E-014)       (-99.329843764290402,-2.23154827949656465E-014)        (-93.168960051062840,2.44249065417534439E-014)        (66.865180938792435,-9.01501095995627111E-014)
  0.50567664850072902             (-99.519195226535203,4.45199432874687773E-014)        (61.185629270628830,-5.51780843238702801E-014)       (-92.393762702545871,-7.54951656745106447E-015)         (135.74194296803992,3.24185123190545710E-014)        (-10.365878866923998,1.02140518265514402E-014)
  0.50379036844161151              (31.130154752548258,2.63955524104630967E-014)        (0.37287311206275864,1.36002320516581676E-014)         (101.12069487123742,7.06101843661599560E-014)       (-91.278341956966855,-4.06064071256651005E-014)       (0.50766887275576400,-4.47419878923938086E-014)
  0.50461418337993669             (116.20186372386217,-6.43929354282590793E-015)         (5.1253385731383156,3.19744231092045084E-014)       (-11.906933733824886,-1.37667655053519411E-014)        (-181.20105501695312,1.84297022087775986E-014)       (-110.34076855243273,-5.15143483426072635E-014)
  0.50437992996211722            (-37.573361436452252,-8.21565038222615840E-014)        (23.718973276339050,-1.68753899743023794E-014)         (151.19880212515375,4.66293670342565747E-014)       (-147.37297416397615,-7.19424519957101438E-014)        (165.59407220642558,-3.55271367880050093E-015)
  0.50532443251760928            (-84.568922937643237,-5.81756864903582027E-014)        (-57.412676555331707,2.79776202205539448E-014)       (-65.743259000639611,-7.77156117237609578E-015)        (-107.45458723045456,5.24025267623073887E-014)        (138.09449019769599,-1.07691633388640184E-014)
  0.50476589737046895            (-13.940833372534916,-1.68753899743023794E-014)       (-137.38040686584731,-3.13638004456606723E-015)        (-254.60310582833634,7.37188088351103943E-014)         (40.092421739058658,2.68118860446975305E-014)       (-124.82863485996918,-3.19189119579732505E-015)
  0.50645772411912837             (20.928518444495637,-2.24265050974281621E-014)       (-49.244184964381773,-7.97140131680862396E-014)        (-64.104963205538695,2.88657986402540701E-015)       (-247.56134672747302,-1.14797060746241186E-013)        (-118.96424455824635,1.66533453693773481E-014)
  0.50472122865744995             (-6.1107306025109089,1.19626530903360617E-014)        (-24.959473532960988,1.40332190312619787E-013)        (48.706228326998570,-5.61772850460329209E-014)       (-16.980174929081812,-2.83106871279414918E-014)       (-16.499262182971425,-4.90718576884319191E-014)
  0.50456602476791956             (35.155501554457757,-1.43218770176645194E-014)        (-39.884813873418679,1.84297022087775986E-014)         (15.088862485674317,7.10542735760100186E-015)         (79.490985063883073,1.84297022087775986E-014)        (-197.30986904512727,2.24265050974281621E-014)
  0.50342418088877761             (149.43768223683415,-1.38777878078144568E-014)       (-43.037550216844181,-3.79696274421803537E-014)         (26.639072848404684,4.21884749357559485E-014)        (-57.659715950157164,3.44169137633798528E-014)        (-5.1935902736937454,2.22044604925031308E-014)
  0.50471581594295012             (-130.81222071111836,6.61137811164280720E-014)        (-56.700628072441432,7.10542735760100186E-014)        (105.83397833103136,-7.32747196252603317E-014)        (132.13300186285935,-7.98805466217800131E-014)         (89.769427188211566,3.99680288865056355E-015)
