  0.62625313676897620             (1.2452484476113885,-4.81410966983097932E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63926912058785457              (1.7633710986531830,2.66923162628460338E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63089124497677840              (2.0045486982713179,5.35597922428410200E-004)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63306715913032274             (1.6120952072367380,-1.79868852626582140E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62928714601629498             (1.6059877544376255,-6.55224144953132359E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63188346464430545              (1.4899941974381608,3.29262615803771058E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64373667996687611             (1.2636989614612260,-3.32287553928372059E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62710990078576490             (0.72918638801307256,5.56906768266725478E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.65813946266705026            (0.44051850182375352,-5.43868098664005827E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64224007517770110            (0.39063227122582522,-2.64091219150162544E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62979527725116358             (0.22044567565499104,1.69768154424640022E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62449921828578547             (0.15154748145292121,4.10686399455351559E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63859470113689654             (0.38656856895892378,4.41902153227316102E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63579490150384455             (0.77623506980541224,4.81490037021677086E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62580585117804910                  (0.25155995766701494,0.10323661471250828)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62006635307239544             (0.67027370832017874,6.48561973215826537E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63278388394656393            (0.50580161815065117,-2.00660830196363951E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62267877618580891            (0.57282238662379559,-3.96408469009126851E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64826938557877978            (0.41790109766854289,-1.30472668445607634E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64395785808736494        (9.78258954615311843E-002,2.23707984794080245E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62440600969560900             (0.37141443987185319,6.88198320677635839E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62401987820894633             (0.50104575126023987,4.49797847501474182E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63891113478630390            (0.35566856919527062,-2.20377538770922254E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64000487782995419            (0.46582971598846934,-5.11494499208313934E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.61873372916358238             (0.46006185065566130,1.93874253180434976E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62495509586200138            (0.32144032190801169,-3.42861664269169392E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63156456763336521            (0.88409571743328408,-6.10666016494760960E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63230123558457241            (0.99420799255855219,-1.56428925457249290E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62853720266374458             (0.56909808705679932,2.84160767443972992E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64036544089400216            (0.81299658398609254,-6.70768973804478363E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64203957368676057            (0.93143070104619030,-1.01997129615247796E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64863899675983117            (0.59888694593310177,-3.41145248855820871E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63100358604673135             (0.59772161544856950,1.32434356950654648E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63256776962617378             (0.72207368298992425,9.06449838907519428E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63400621219959807            (0.99735066650052551,-3.44481356526031221E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64339552901087749            (0.42945772348592959,-3.96758516592233476E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.64005058134918169            (0.29972439997995498,-7.07278637983658753E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63971221036774617                  (0.21303208493969630,0.11657910847889716)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62034576958322341            (0.56648286066739395,-1.27113135164902379E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.62850825207565131            (0.35274553567909511,-2.57379885707598108E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.63539710588117326             (0.39494055198805800,2.30714412226608713E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
