  0.68305265918454960            (0.18904635150275251,-6.42407650859536800E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.70829324894468759      (-4.17147448511884841E-003,-3.88911506988230335E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.69258271069771427            (0.14843336736961260,-5.38567669276718487E-005)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67581855465698237        (9.41864432498478593E-002,1.66656650400795192E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66765669293678487            (0.11137522727574328,-1.64430432502973810E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66721129997514106        (8.28811802309967482E-002,2.60298565271889007E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68049422238616530            (0.35998541820270952,-3.48651089874151623E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68689869825593586            (0.33733045870979617,-1.17251296958589702E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.70028648823169493            (0.48241983617093959,-7.34321237170655478E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66658824135895334            (0.35942862189299024,-6.84527769428091258E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67206335372594039             (0.69135080652191072,3.79421875139406180E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67166053309508478              (1.1918806253804011,5.88175307519680623E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68600368590644034              (1.5849307134677448,7.14019589115874945E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.70373752858863248             (1.7342810333044663,-3.92471942242073255E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68907690227471385             (1.5359558505647615,-3.71229750304324022E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67414253270596536              (1.6727368039422705,3.57784000817079400E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68484995285201267              (1.4291254772039721,2.54451403953789013E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.69514091210547790             (1.8354981248437252,-3.31935391698689186E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68021977895657526             (2.5937317785809042,-3.53396965731928503E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.65992608219551552             (2.5771060655692288,-1.83380724494759985E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.65621453638828353             (2.2811073184941564,-2.42749773533765048E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66074878173645435             (3.0696978885729371,-2.99082518110527131E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.65438293295027750              (2.4180489655171060,1.24403940623249373E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67709571543737279             (2.7498626437737306,-5.07740386910992929E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66259662547315823             (2.6673274940153662,-2.40423168280627583E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68271859095368903             (2.9148550591883997,-1.28786420824361144E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68649659581090028              (2.7211290939539055,8.40597079181411300E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68414778187561576             (3.0979634449708033,-9.56773467282368874E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.69677395142396226             (3.4165343109168069,-3.06320514180359387E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68370211055468844              (2.5813496523641293,1.82279115501383163E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67724773536943150              (2.9708109157296367,5.14644177519237196E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.65821462868872493              (2.6405294964337052,6.09006815300048437E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66056600713781000             (2.6170158130368537,-1.24533448927055968E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67723359462398158              (3.1309647152943194,5.07307758717625637E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68666813422583717              (2.7359402725108706,2.07527787747220985E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68643637602097340             (2.5926834822525660,-3.05444786832401102E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66666035997088779             (3.0033241649686850,-1.17332540243167277E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68248883401092009              (3.2572953738342845,7.30837584334552556E-004)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68215710343912417              (2.4316667673757477,1.66788072427672546E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68437808242466114             (2.4184109083524481,-3.67142250825515590E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68009926348811045             (2.2082695467636575,-1.03061828200089363E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68988621329138444              (2.5655437335769085,2.97890409413903694E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.69009704637394131              (2.9309335317762568,1.20261432303362340E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66619819279200265             (2.4009387314684769,-4.89624006403233374E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67477465355622424             (2.2513782666053137,-7.90625754873868977E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68169078846316145              (2.8321239558245863,1.29153900303634198E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67329405329039949              (2.0658309929184102,8.10026995766722699E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68019777888351673             (2.3043465991577761,-8.79689954590609155E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66859364012120259             (2.4087823594620770,-1.88066206396569312E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67803351300637293             (2.3133448559692003,-3.26954011657437857E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67754459614476892              (2.6479675596216934,1.83591938992312687E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68977059380080574             (2.1368022409183638,-3.09442994087038674E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68767463076830582             (2.5451964854315725,-7.30185439501302488E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68176059365185482             (1.8604528576484811,-1.85864122778816483E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68817011596487210              (2.1929387616604852,4.98756534880916581E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67853116605585362              (2.3339290666164705,1.39431924619142118E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67565299449195748             (2.2140467855373291,-5.02760620332713404E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67862577158833293             (2.4149412962085939,-1.74205240266504064E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68196921446559089             (2.4473094829246733,-1.20974282841545856E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.66982904383008257              (2.9270486293085445,8.15881604714113057E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.67087021942900982             (3.2824050240633635,-5.97885194101207412E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
  0.68624233165931869              (3.2586180381304271,3.36332171196762489E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
