  0.50566586666816271                   (-18.262115782040809,22.220090332783379)              (8.9149940129987044,-18.507263270464257)               (48.496563070015149,10.644890334369840)               (7.0831786261674070,14.281622437452237)         (62.110207318604068,4.35207425653061364E-014)              (7.0831786261673457,-14.281622437452191)              (48.496563070015043,-10.644890334369768)               (8.9149940129987364,18.507263270464286)             (-18.262115782040812,-22.220090332783464)        (3006.8913544795023,-1.38939424201844908E-014)
  0.50372775251637281                   (-8.4459993596915304,17.301856968514020)              (11.798101188683535,-26.568271043977855)              (-30.816758280292326,40.684783251304552)              (15.464009515300628,-27.503540412459866)       (-60.808761838864143,-1.43496325932801483E-014)               (15.464009515300667,27.503540412459895)             (-30.816758280292316,-40.684783251304466)               (11.798101188683599,26.568271043977852)             (-8.4459993596915837,-17.301856968514048)         (3100.8733019938486,4.91005348358941607E-015)
  0.50495937119186096                   (59.535015613124678,-80.417233052269779)             (-16.038327821786080,-6.2743304920472971)               (31.735576611445417,17.176268054107229)               (22.909627354856923,39.148492087265140)       (-16.091528160818481,-4.29656310529935581E-014)              (22.909627354856894,-39.148492087265126)              (31.735576611445399,-17.176268054107240)              (-16.038327821786027,6.2743304920472927)               (59.535015613124671,80.417233052269808)        (2986.9079203497877,-1.31356514207481290E-015)
  0.50537808913694127                    (89.369078297134649,29.329678952505382)               (55.679791456007813,23.089347881554460)               (68.368153766813180,23.329454279531554)              (-19.510046261603101,54.203034589816639)        (-5.0278635481561409,1.49047441055927266E-014)             (-19.510046261603136,-54.203034589816639)              (68.368153766813222,-23.329454279531479)              (55.679791456007813,-23.089347881554549)              (89.369078297134664,-29.329678952505336)        (2895.5528911520355,-1.19288361469498810E-014)
  0.50283477142363942                    (12.394022155764613,29.105093039371582)             (-5.3942272595111973,-2.7579151086608684)              (62.005418497518313,-27.111066452312834)             (-29.177642959191097,-44.578733709168539)        (53.059192916193261,-2.77000644643976557E-014)              (-29.177642959191090,44.578733709168567)               (62.005418497518143,27.111066452312905)              (-5.3942272595111804,2.7579151086609457)              (12.394022155764629,-29.105093039371603)         (3106.6101149550050,7.21555519327121697E-015)
  0.50017380701384795                    (7.7559840115896366,10.075445394782442)              (53.349007548056498,-28.161131105077775)              (-31.108205553889572,24.800238457887879)              (28.159286442576764,-8.4316079320219313)        (-61.069010102431534,1.19904086659516906E-014)               (28.159286442576800,8.4316079320218531)             (-31.108205553889505,-24.800238457887879)               (53.349007548056690,28.161131105077750)              (7.7559840115896082,-10.075445394782426)        (2891.9045479762558,-2.63688810370199533E-014)
  0.50563000694411009                   (-37.726978806131655,3.7479535801481063)              (-68.516337553061874,19.906076870973632)             (-20.589221685246240,-46.427607786337859)       (-28.309283419271761,-7.63815211256264615E-002)       (-2.7242579384219798,-2.44249065417534439E-015)        (-28.309283419271789,7.63815211255979287E-002)              (-20.589221685246283,46.427607786337809)             (-68.516337553061803,-19.906076870973756)             (-37.726978806131648,-3.7479535801480810)         (3017.4509789345207,3.20414674610455807E-014)
  0.50732433204019001                    (2.4325016238700758,14.398963430801759)             (-47.897540794097445,-21.838365827896972)             (-76.277427922918392,-50.804219007842754)             (-63.873941867861305,-17.073528555552958)        (21.319060446195920,-1.77635683940025046E-015)              (-63.873941867861276,17.073528555552997)              (-76.277427922918335,50.804219007842804)              (-47.897540794097551,21.838365827896997)              (2.4325016238701966,-14.398963430801770)         (3026.4764157259183,2.20552742735691254E-014)
  0.50777496480801954                  (-3.1890289887341736,-10.757165045282139)               (18.890770098388504,62.728399758295005)              (11.895423601839454,-51.758556407404996)              (27.862200298837678,-15.219309079390920)       (-59.125293886558957,-1.92623694772464660E-014)               (27.862200298837681,15.219309079390952)               (11.895423601839472,51.758556407404981)              (18.890770098388515,-62.728399758294898)              (-3.1890289887341101,10.757165045282152)        (3193.5780161243506,-4.72297846448518910E-014)
  0.50768182902086267                   (-30.377273139818811,57.568556626600966)              (-8.2841424435099302,54.901324393235960)             (-10.563215024988022,-55.097380359299223)               (30.982113716285134,42.758618044673888)        (4.5434018257587478,-4.88498130835068878E-015)              (30.982113716285088,-42.758618044673803)              (-10.563215024988100,55.097380359299301)             (-8.2841424435099249,-54.901324393236010)             (-30.377273139818758,-57.568556626601101)         (2836.6685087796341,2.14615651639160632E-014)
  0.50647075371045425                  (-15.854114478833761,-28.750508096225502)              (-50.687919444673817,12.658452695008355)              (18.489981593794173,-38.055493253282386)              (71.681125086312591,-30.151431371172908)        (-9.3603129403066845,1.56541446472147072E-014)               (71.681125086312647,30.151431371172855)               (18.489981593794237,38.055493253282449)             (-50.687919444673852,-12.658452695008352)              (-15.854114478833724,28.750508096225520)         (3012.4413230081745,6.17896846969584468E-014)
  0.50628349480005830                  (-35.271249993571317,-32.884722246775183)             (-20.871242531299238,-19.043356955199549)               (7.6198028481499325,4.6607497170789296)             (-64.262188979078417,-10.014895304006377)        (-17.675136385540792,6.27622953608408807E-015)              (-64.262188979078502,10.014895304006316)              (7.6198028481499112,-4.6607497170789163)              (-20.871242531299181,19.043356955199648)              (-35.271249993571345,32.884722246775091)        (3111.3610727165733,-1.13583459044469537E-014)
  0.50448433870489984                   (2.2882953000061583,-19.149486942553168)              (-15.468607339285320,18.542836740659553)              (68.983365241873358,-24.765965165249135)              (62.516644279547414,-7.5650407192261753)       (-68.106701491619617,-1.21014309684142063E-014)               (62.516644279547322,7.5650407192261886)               (68.983365241873372,24.765965165249149)             (-15.468607339285311,-18.542836740659578)               (2.2882953000061592,19.149486942553136)         (2958.8692893153839,2.69651922318869808E-015)
  0.50422027412795589                    (54.272455837693947,12.613909331911968)               (5.8463478245995066,30.774560770693625)             (-63.686304868179469,-90.175386299834088)             (-54.698109119543297,-13.306098453904813)       (-103.22106216153587,-2.22044604925031308E-016)              (-54.698109119543332,13.306098453904859)              (-63.686304868179455,90.175386299834202)              (5.8463478245994907,-30.774560770693576)              (54.272455837693947,-12.613909331911966)        (2847.2885128435682,-2.93017292287561792E-014)
  0.50171250488281016                  (12.912823095912007,-0.72881727409539621)              (6.6803624347419772,-12.254740190626507)              (38.069196470407249,-38.217604750615386)              (-6.8414026299057733,10.321610157857990)       (-50.814276905967120,-9.65894031423886190E-015)             (-6.8414026299058168,-10.321610157857988)               (38.069196470407213,38.217604750615358)               (6.6803624347419808,12.254740190626499)              (12.912823095912094,0.72881727409542130)        (3070.0964034402868,-1.74524023704991649E-015)
  0.50142414193271645                   (20.587600354306630,-1.9251342192331882)             (-14.723667728521271,-27.912464706459037)             (-2.2873033558976208,-29.866503279575408)              (-49.648647161532757,20.997773213460512)       (-86.506138992169923,-1.86517468137026299E-014)             (-49.648647161532786,-20.997773213460516)              (-2.2873033558976701,29.866503279575394)              (-14.723667728521249,27.912464706459033)               (20.587600354306669,1.9251342192331329)         (3107.9200120154064,1.38420091361224351E-014)
  0.50646647591502525                    (92.881360348467169,15.250942444718266)              (16.722256766595237,-37.998396528796327)               (32.650466207809579,34.852994427135009)              (45.285658298451622,-13.529798154181243)        (4.9829170164519052,-3.08086889333480940E-015)               (45.285658298451580,13.529798154181222)              (32.650466207809515,-34.852994427135052)               (16.722256766595230,37.998396528796349)              (92.881360348467112,-15.250942444718268)        (2968.2235003411970,-3.78202243828118512E-015)
  0.50576602206163457                    (4.2886400306196633,22.822661179746586)             (-7.4119485767003770,0.70785344777685255)             (-42.614445398142372,-17.729613956372106)              (24.292048228361296,-12.356652642568308)        (42.716002744588060,-3.17523785042794771E-014)               (24.292048228361359,12.356652642568333)              (-42.614445398142308,17.729613956372134)            (-7.4119485767004196,-0.70785344777686721)              (4.2886400306196810,-22.822661179746767)        (2847.1291891245801,-5.44441336632062178E-014)
  0.50257338279695918                   (-16.309324786977783,15.622487673159721)               (22.833924600935987,64.276893113017778)             (-24.403994383276952,-16.984242704809027)              (-44.840774686934012,31.991527492030652)        (1.9875756266004445,-4.08006961549745029E-014)             (-44.840774686933990,-31.991527492030620)              (-24.403994383276942,16.984242704808935)              (22.833924600935930,-64.276893113017934)             (-16.309324786977776,-15.622487673159755)        (3034.0695147042002,-3.91752992214998083E-015)
  0.50239369840842119                  (-0.26668863938417164,34.921732122679693)             (-7.8135735326139377,-43.098174378074148)               (17.936665322666862,15.374242016869934)              (-15.172648282676851,10.331169989909794)       (-78.210182418608582,-4.55191440096314182E-015)             (-15.172648282676812,-10.331169989909727)              (17.936665322666837,-15.374242016869944)              (-7.8135735326138871,43.098174378074013)            (-0.26668863938422804,-34.921732122679764)         (3108.9839170762039,1.92987986702419789E-014)
  0.50061338735235272                    (7.6688355790536127,57.406348649015207)             (-47.340919016247632,-51.688608307664687)              (-6.4926411709896330,8.2045623288657197)              (19.324338908059499,-35.474128153131382)       (-3.9421503393935269,-1.86517468137026299E-014)               (19.324338908059545,35.474128153131367)             (-6.4926411709896232,-8.2045623288655989)              (-47.340919016247568,51.688608307664559)              (7.6688355790536029,-57.406348649015335)         (3035.9378150546177,4.89085768412556021E-014)
  0.50643387772427539                   (16.772747872141895,-5.7495934216327704)               (3.8034564181762467,8.4986844294554302)             (-17.618472564765366,-36.333891499865288)             (-82.485303658681488,-57.932745111562014)         (121.72005546877713,1.06581410364015028E-014)              (-82.485303658681374,57.932745111561829)              (-17.618472564765298,36.333891499865274)              (3.8034564181762596,-8.4986844294554906)               (16.772747872141888,5.7495934216327989)         (2817.9441326779070,3.74965629292706160E-014)
  0.50537144738350848                   (-55.656345778037497,62.993321322774193)             (-14.980418329522445,-90.030779908597111)             (-8.9789489745261353,-78.726825752341668)              (17.800146267513650,-29.207849032065802)       (-85.358251532669343,-1.77635683940025046E-015)               (17.800146267513615,29.207849032065866)              (-8.9789489745261069,78.726825752341654)              (-14.980418329522475,90.030779908597069)             (-55.656345778037469,-62.993321322774278)         (3118.3494479795322,1.84802260300154231E-016)
  0.50297680270575684                   (16.128872308653236,-1.1303013213015440)              (-58.583712897929196,37.853663142693833)             (0.21420193822591949,0.19005407460717771)               (52.380297031561796,45.559893419802066)        (93.757588827135663,-1.46549439250520663E-014)              (52.380297031561788,-45.559893419802044)            (0.21420193822586320,-0.19005407460708187)             (-58.583712897929260,-37.853663142693890)               (16.128872308653285,1.1303013213015760)         (3054.7911510024978,3.30002680997559805E-014)
  0.50342752134593649                   (17.978169986967064,-30.678699921037168)               (22.717266493334577,69.968531228974712)              (-17.770658726659239,27.516828544926955)               (26.333619746070617,9.2562355503484728)        (-28.387646954452460,3.50830475781549467E-014)              (26.333619746070610,-9.2562355503484621)             (-17.770658726659214,-27.516828544926977)              (22.717266493334627,-69.968531228974868)               (17.978169986967107,30.678699921037168)        (3039.2723019284617,-5.43594574735350999E-015)
  0.50554048113035965                    (4.3023447707245950,23.570606606631262)              (110.20166661226764,-52.740231416414161)              (-34.893665943346043,13.196242829500060)              (-61.853069069864176,12.794807158071787)        (57.467018080923161,-2.93098878501041327E-014)             (-61.853069069864013,-12.794807158071755)             (-34.893665943346022,-13.196242829500038)               (110.20166661226766,52.740231416414247)              (4.3023447707245701,-23.570606606631248)         (2974.8560324491696,9.35032894210444110E-015)
  0.50811514993411000                   (-79.848131960151122,58.377337346797027)              (19.932318497309410,-29.155642857501540)              (-8.4137261007361257,9.1473685110608045)              (27.998974251873875,-20.789766896198060)        (37.567870082712858,-1.13242748511765967E-014)               (27.998974251873790,20.789766896198188)             (-8.4137261007360991,-9.1473685110607743)               (19.932318497309446,29.155642857501618)             (-79.848131960151250,-58.377337346796956)         (2984.7521137868353,8.29503888402074660E-014)
  0.50785442322443952                  (-25.273375076055160,-67.679598053509523)             (-48.571695880568889,-31.419332466685518)               (2.9577967601316795,26.604765465846391)              (-28.602811965606627,35.801000722173455)        (-26.668386711729188,2.44249065417534439E-015)             (-28.602811965606644,-35.801000722173498)              (2.9577967601316004,-26.604765465846413)              (-48.571695880568932,31.419332466685649)              (-25.273375076055103,67.679598053509395)         (3093.1796958367136,1.89376746435095805E-015)
  0.50203532518474725                  (-62.527081040299485,-33.675355849362418)              (14.973783855165756,-6.3112181217984258)               (12.027584372042067,46.032391019265653)              (55.092797943952199,-137.17515326547161)         (43.810406112643882,1.26010313294955267E-014)               (55.092797943952114,137.17515326547132)              (12.027584372042085,-46.032391019265582)               (14.973783855165763,6.3112181217983823)              (-62.527081040299322,33.675355849362525)         (3057.2554858270582,2.77802954251615830E-014)
  0.50092664902447481                   (20.122566691548730,-12.159594591488087)             (54.917659364803782,-0.10873536676615791)              (-32.090988246635717,29.728650699735226)              (4.3386859744744060,-1.3644816503694928)        (-37.893132946925029,3.09197112358106097E-014)               (4.3386859744744362,1.3644816503694974)             (-32.090988246635732,-29.728650699735311)              (54.917659364803662,0.10873536676614165)               (20.122566691548730,12.159594591488013)        (2988.8332899078232,-1.31426174197063483E-014)
  0.50060364586013462                    (61.336465878772863,13.272619220183273)             (-1.6612699948806247,-32.132833495943196)             (-78.125416832459820,-17.801381102971785)               (31.756117758475391,47.128489778572678)         (21.092926910938314,1.92623694772464660E-014)              (31.756117758475384,-47.128489778572607)              (-78.125416832459734,17.801381102971686)              (-1.6612699948806242,32.132833495943153)              (61.336465878772962,-13.272619220183216)         (3031.9947947277014,1.85424321296617789E-014)
  0.50278600463360656                  (-25.464976181421665,-36.185620839982079)               (94.170223597638710,41.627995381308075)               (1.7148805519816526,92.494742288313745)             (-63.117873605846910,-28.062369560558821)         (7.5259657750728426,2.25722218694102139E-014)              (-63.117873605846874,28.062369560558871)              (1.7148805519816244,-92.494742288313631)              (94.170223597638724,-41.627995381308175)              (-25.464976181421704,36.185620839982093)        (2891.8776327675405,-1.46194363039031661E-014)
  0.50418693715575158                   (59.915265049878585,-1.1307380710105577)              (12.835992999411333,-29.654819833250734)             (-34.839917313110526,-63.177364180420192)             (0.28398960597912160,-13.163810442133608)        (-39.635287395023482,2.72004641033163352E-015)              (0.28398960597915268,13.163810442133652)              (-34.839917313110583,63.177364180420113)               (12.835992999411346,29.654819833250659)               (59.915265049878542,1.1307380710105632)        (3012.8813318591156,-1.39171985567843048E-014)
  0.50317693514014628                  (-63.703998330941424,-8.1745598692616976)              (-40.427598002814619,16.772816525648210)              (-35.868913294615311,29.251973065723401)              (-54.400648680430336,7.7124159507924963)        (25.216860682439830,-1.42108547152020037E-014)             (-54.400648680430372,-7.7124159507925132)             (-35.868913294615375,-29.251973065723348)             (-40.427598002814619,-16.772816525648196)              (-63.703998330941324,8.1745598692617101)         (3044.8597973751966,8.12154163365441661E-015)
  0.50461773125494280                   (43.421513158749946,-73.206789568388430)              (10.090484484689551,-17.241863777409012)              (42.334888945571528,-70.134550526266182)              (39.228373759739753,-40.139271198379753)       (-23.427102071670554,-1.35447209004269098E-014)               (39.228373759739746,40.139271198379774)               (42.334888945571535,70.134550526266182)               (10.090484484689560,17.241863777408962)               (43.421513158749981,73.206789568388331)        (3064.5417813011936,-3.39821486922131655E-015)
