   6.5772983140762617E-002   (8.36132715170696816E-003,7.67195765826972353E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.1636297540416685E-002  (9.13662899068139883E-002,-2.60042283776097255E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   5.0293308894233391E-002 (-9.49118107109373117E-003,-4.82587789860599928E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   8.7493234019778945E-002       (0.13170276045966101,-9.54827616133605873E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   6.4212271042763058E-002       (-8.33445897758052362E-002,0.17412652894110719)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.4521782888124291E-002       (-5.36518087283429784E-002,0.22649390577214060)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   8.4248282890811946E-002  (-3.26407159012386122E-002,7.61852998042717444E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   6.8809744594390793E-002        (0.14178677358528935,5.57190971908596150E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   5.5231231423546925E-002       (-0.13405564122896263,1.55235310383347001E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.9600607529739936E-002  (-1.90051039453683832E-002,1.52048760371026868E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   8.8550946104249198E-002      (-0.15300236966166272,-7.69580470088287727E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.4900155895277418E-002  (-4.87943992215348274E-002,5.82344366237418712E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   4.8661864265843485E-002   (7.64337075211490857E-002,5.18413754328575227E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   5.3853468527066115E-002       (-0.11271902376922686,4.04584061078245225E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.1337679520151118E-002 (-4.45962734493518601E-002,-2.63503784392368975E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.5766553732837041E-002  (2.23534683573551156E-002,-2.20481507173278281E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   6.0768276262578629E-002 (-2.99347048676785500E-002,-1.28084944750597837E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   6.8291592501721843E-002        (3.67403526130430091E-002,0.10137863611061801)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   8.4395723926209601E-002  (-9.65578127920234917E-003,9.21299923609505272E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.8722923195721120E-002   (1.53229590932842433E-003,6.14361667622796287E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   7.9437309713525139E-002       (0.13113269517454088,-1.49250502961211103E-003)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   6.5494588907716200E-002       (-9.34101444302574968E-002,0.10823915991722022)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   9.7808562289871670E-002  (-4.86970569764020728E-002,8.82815914689174391E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
   6.4769306691277298E-002   (4.32250826519450793E-002,5.18594792507385965E-002)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
